,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
4560,tkcraig,5.0,listen i got sandisk i kingston card phone samsung galaxy note died less year luckily phone synced dropbox otherwise i wouldve lost valuable pics including first summer family vacation so far good sandisk its months if theres catastrophe ill update review but right now working really well,2014-11-01,37,0,0,0,0,0.0,0.0
4561,T. Kendall,5.0,amazing much stuff save little card sandisk always reliable i would recommend it amazon seems best prices,2013-11-11,392,0,0,0,0,0.0,0.0
4562,T. Khetia,5.0,i bought wife sale black friday coming good use since she appreciates fact extra other built storage phone able hog pics music games great deal great product,2013-11-12,391,0,0,0,0,0.0,0.0
4563,TL,5.0,really know say accept job use sony action cam far good,2013-02-25,651,0,0,0,0,0.0,0.0
4564,tl,5.0,this purchased special price right it works great plenty storage space great price sealed deal,2014-05-16,206,0,0,0,0,0.0,0.0
4565,T. L. Traub,5.0,this card want high end smartphone camerano trouble setting up fast speeds transferring old sdcard data back onto onedont hesitate it,2013-07-20,506,0,0,0,0,0.0,0.0
4566,T. Lund,4.0,i use logitech alert cameras outside elements these perform better importantly last longer cards do,2013-12-29,344,0,0,0,0,0.0,0.0
4567,"T. Mayer ""Linda""",5.0,sandisk one top brands removable memory as expected worked right package i use gps,2013-07-07,519,0,0,0,0,0.0,0.0
4568,T. Miller,5.0,works great dash cam gb yeah would say win works phone digital camera well,2013-07-09,517,1,0,1,1,1.0,0.2065493143772374
4569,"TMP ""Treasured Memories""",5.0,you cant go wrong purchasing memory card the memory store it fast reliable on gopro hero cam one store hours video time lots images i never keep track i much space ive able store many videos images memory card i highly recommend sandisk ultra,2014-06-16,175,0,0,0,0,0.0,0.0
4570,T. Narayanan,1.0,within hour using memory card failed died kept saying memory errori could never get dashcam camera record anything i went walmart got microsd ultra it working day farthats right there way tell getting online oem knock offs when price good true probably made distributed mofia lolalthough package arrived time i never buy product online seller amazon waste money,2013-01-28,679,0,0,0,0,0.0,0.0
4571,"T. Nasseri ""Collin""",5.0,i received friday followed review another person formatting disk using it format thing i motorola droid razr seen huge improvement the phone much faster the apps open close much faster that also goes camera i highly recommend worth price i placed music yet except pictures phone cheers,2012-08-20,840,0,1,1,-1,0.0,0.0
4572,"TNCounrty ""Mike""",5.0,memory card fit phone fine more memory apps great price well item well packaged showed within time frame given,2012-02-11,1031,0,0,0,0,0.0,0.0
4573,T. Norman,5.0,bought phone samsung galaxy siii seems work fine not much else say it suppose do,2013-07-20,506,0,0,0,0,0.0,0.0
4574,tntgdh,1.0,beware guys bought one superior electronics outlet arrived completly dead tried format windows galaxy s goi tried everything possible have fighting card days now success far no response seller itmy last hope amazon refund me otherwise wasted u,2012-08-16,844,4,9,13,-5,0.3076923076923077,0.1268070365571051
4575,"TOB9595 ""TOB9595""",5.0,received promptly envelope envelope inside held plastic bag clamshell card adapter inside clamshell i kept clamshell storage cards i put palm tx pda yep still use pdaworks very well,2013-06-22,534,0,0,0,0,0.0,0.0
4576,Todd C. Young,5.0,great price reliable i got various devices issues all my phone music player awesome amount space,2013-04-21,596,0,0,0,0,0.0,0.0
4577,Todd F. Fogleman,5.0,fast transfers retrieval data phone especially video shooting easy find becasue color difference black seems easy misplace trading adapters,2013-01-24,683,0,0,0,0,0.0,0.0
4578,Todd,5.0,got galaxy s thing lived expectations speed performance writes fast taking p movies burst shot function creates many hd pictures,2014-03-14,269,0,0,0,0,0.0,0.0
4579,Todd,5.0,this great little card problems thus far i load movies watch away,2013-06-01,555,0,0,0,0,0.0,0.0
4580,Todd Lewis,5.0,this exactly advertised better memory cards drives if need gb microsdhc card definitely work comes standard sd card adapter too,2013-05-03,584,0,0,0,0,0.0,0.0
4581,Todd W. Rittenhouse,3.0,i bought galaxy note functions properly completely useless tablet i cant put movies books it streamed google play cant put apps allowed why put micro sd slot tablet cant use anything backups backups might add already cloud amazon great job delivering it bright spot realization spent dollars chip going better job cleaning dirt grout helping memory tablet,2013-03-08,640,1,0,1,1,1.0,0.2065493143772374
4582,Toivo,5.0,ordered put music pictures windows phone works perfect like every sandisk product i purchased would purchase i need another one,2013-06-18,538,0,0,0,0,0.0,0.0
4583,Tom B.,5.0,this works well samsung galaxy stratosphere ii it lot storage space good videos music pictures it comes adapter wanted could use spot regular sd card really meant use voice data recorder camcorder phone it class handles recording playback hd quality video important newer phones record way very good card,2013-11-22,381,0,0,0,0,0.0,0.0
4584,Tombo,1.0,i bought sandisk gb micro sd card class dec new galaxy s i used songs video pics it started acting flaky april would unmount remount i problems playing music then completely died would even reformat this known issue i write back i try get sandisk replace it,2013-10-05,429,1,0,1,1,1.0,0.2065493143772374
4585,Tomcat,5.0,almost year card problems far i used first gn note edition fingers crossed,2014-03-05,278,0,0,0,0,0.0,0.0
4586,"Tom C. Chen ""tom in califonia""",5.0,with much memory used galaxy s this allows massive overkill external storageits fast convenient,2013-11-08,395,0,0,0,0,0.0,0.0
4587,Tom Dowd,2.0,monday november i put galaxy s without formatting restarted phone showed g gb space i transferred files old gb card moved music card phone connected computer usb cord still lots space left various music players seem see musictuesday november the card show phone afternoon no message songs play card according everything i could check phone i restarted phone got notification sd card corrupt needed formatting i would loose data card i restarted phone again without formatting card came like never missing i writing thursday i another issue carddecember well i know think the card disappeared i reformatted fat attempt fix problem the whole point getting large card music phone stream cloud i tried several music players went poweramp good reviews i could specify folder play from so poweramp looking folder mntextsdcardmusic playing songs subfolders it poweramp tells folder availablethe card gone missing one time restarting phone fixed problemtoday poweramp would play i got home i found music folder gone i also ringtones folder also gone now i may sharpest saw shed i know i delete folders the card folders two reformattedi starting think problem galaxy s i gb fat card phone previous htc phone that card large enough held music i know disappearing not i wish combination phone gb card reliable know problem liesi lowered stars i really know problem card phone both all i know seem playing well togetherdecember there notification phone morning sd card corrupted needed formatted i restarted phone several times got notification time i reformatted sd card using phone step i think i tried yetdecember another minor problem i message counter gets stuck i new messages the fix i found restart phone that happened morning i got corrupted card message again restarted card came okdecember so files card keep disappearing the card mounted phone shows correct free memory poweramp file directory programs see files card i restart phone files come back very strange i played music day today without problem evening files disappeared again restarted phone well againdecember my phone upgraded yesterday issues remain it crap shoot music play i take lot photos use service zenfolio store display them i app syncs zenfolio keeps phone size version photos phone i set app store photos samsung sd card similar issues data phone goes away this morning sd card came corrupt restart get data back it took total restarts get music photos backdecember i trying play music stored card today phone reset several times very frustrating i ordered sandisk gb mobile microsdhc flash memory card sdsdqgaffp today ill see i issues very disappointingdecember i purchased installed thesandisk gb mobile microsdhc flash memory card sdsdqgaffpand copied files gb card new gb card no formatting fuss muss i phone reset since played music bluetooth hours car viewed photos everything works half memory i always available phone works good trade off i still disappointed gb work sg i purchased aelago mobile nano ii usb microsdhc flash memory card reader blackto use gb microsdhc card thumb drive,2012-11-29,739,1,1,2,0,0.5,0.0945312057342307
4588,"Tom Funkte ""Tom A.Funke""",4.0,using samsung g cell phone memory card expansion works ok now allthough card phone slight issue reading massive sd cards high compacity i hope samsung release software firmware update resolve issue reading card boot phone sometimes i found simply restarting phone usually resolves issue reading card error messages overall minus slight issues works great,2013-03-21,627,0,0,0,0,0.0,0.0
4589,"TomG ""CW Junkie""",5.0,holds lot stuff i need least i think i need long road trips,2014-01-06,336,0,0,0,0,0.0,0.0
4590,"Tom Grundy ""Love a good book!""",5.0,pluggesd microsd csrd worked perfectly sandisk solid performer here id recommend product anyone neededing level storage speed,2012-12-31,707,0,0,0,0,0.0,0.0
4591,"Tom ""Happily Retired in LA""",4.0,i bought new samsung galaxy note phone needed expansion card boost memory photos music this cheapest gb card i could find works well,2013-09-02,462,0,0,0,0,0.0,0.0
4592,Tom,5.0,ive never issues sandisk i always buy trust product i bought one sansung galaxy note works nicely i wife loaded books music still huge amount space left,2013-11-21,382,0,0,0,0,0.0,0.0
4593,Tom,5.0,sandisk ultra gb microsdhc class work best dash cams i bought mobile micro sd reader use read small cards work great,2014-01-22,320,0,0,0,0,0.0,0.0
4594,Tom,3.0,when i bought year ago i problems working properly sprint egt galaxy sii the card kept waking phone read over sandisk acknowledged problem some android devices shipped new card i returned one them the new card still problem i gave up the card fast i got good deal price i pretty disappointed it,2013-01-12,695,0,0,0,0,0.0,0.0
